Reference_PC,Age
GBD_18_B59_C1_O_0151,2.0
GBD_18_B59_C1_O_0152,4.0
GBD_18_B59_C1_O_0153,1.0
GBD_18_B59_C1_O_0154,3.0
GBD_18_B59_C1_O_0155,4.0
GBD_18_B59_C1_O_0156,3.0
GBD_18_B59_C1_O_0157,2.0
GBD_18_B59_C1_O_0158,5.0
GBD_18_B59_C1_O_0160,2.0
GBD_18_B59_C1_O_0161,1.0
GBD_18_B59_C1_O_0162,1.0
GBD_18_B59_C1_O_0163,4.0
GBD_18_B59_C1_O_0164,2.0
GBD_18_B59_C1_O_0165,2.0
GBD_18_B59_C1_O_0166,4.0
GBD_18_B59_C1_O_0167,0.0
GBD_18_B59_C1_O_0168,0.0
GBD_18_B59_C1_O_0169,1.0
GBD_18_B59_C1_O_0170,1.0
GBD_18_B59_C1_O_0171,1.0
GBD_18_B59_C1_O_0172,1.0
GBD_18_B59_C1_O_0173,4.0
GBD_18_B59_C1_O_0174,1.0
GBD_18_B59_C1_O_0175,5.0
GBD_18_B59_C1_O_0176,3.0
GBD_18_B59_C1_O_0177,4.0
GBD_18_B59_C1_O_0178,7.0
GBD_18_B59_C1_O_0179,3.0
GBD_18_B59_C1_O_0180,3.0
GBD_18_B59_C1_O_0181,3.0
GBD_18_B59_C1_O_0182,4.0
GBD_18_B59_C1_O_0183,3.0
GBD_18_B59_C1_O_0185,2.0
GBD_18_B59_C1_O_0186,2.0
GBD_18_B59_C1_O_0187,3.0
GBD_18_B59_C1_O_0188,2.0
GBD_18_B59_C1_O_0189,2.0
GBD_18_B59_C1_O_0190,2.0
GBD_18_B59_C1_O_0191,4.0
GBD_18_B59_C1_O_0192,4.0
GBD_18_B59_C1_O_0193,2.0
GBD_18_B59_C1_O_0194,4.0
GBD_18_B59_C1_O_0195,4.0
GBD_18_B59_C1_O_0196,4.0
GBD_18_B59_C1_O_0197,5.0
GBD_18_B59_C1_O_0198,6.0
GBD_18_B59_C1_O_0199,2.0
GBD_18_B59_C1_O_0200,3.0
GBD_18_B59_C1_O_0201,2.0
GBD_18_B59_C1_O_0202,4.0
GBD_18_B59_C1_O_0203,2.0
GBD_18_B59_C1_O_0204,2.0
GBD_18_B59_C1_O_0205,1.0
GBD_18_B59_C1_O_0206,1.0
GBD_18_B59_C1_O_0207,2.0
GBD_18_B59_C1_O_0208,1.0
GBD_18_B59_C1_O_0209,0.0
GBD_18_B59_C1_O_0210,0.0
GBD_18_B59_C1_O_0211,3.0
GBD_18_B59_C1_O_0212,6.0
GBD_18_B59_C1_O_0213,1.0
GBD_18_B59_C1_O_0214,2.0
GBD_18_B59_C1_O_0215,0.0
GBD_18_B59_C1_O_0216,2.0
GBD_18_B59_C1_O_0217,0.0
GBD_18_B59_C1_O_0218,1.0
GBD_18_B59_C1_O_0220,5.0
GBD_18_B59_C1_O_0221,5.0
GBD_18_B59_C1_O_0222,2.0
GBD_18_B59_C1_O_0223,0.0
GBD_18_B59_C1_O_0224,5.0
GBD_18_B59_C1_O_0225,5.0
GBD_18_B59_C1_O_0226,4.0
GBD_18_B59_C1_O_0227,7.0
GBD_18_B59_C1_O_0228,7.0
GBD_18_B59_C1_O_0229,6.0
GBD_18_B59_C1_O_0230,5.0
GBD_18_B59_C1_O_0231,5.0
GBD_18_B59_C1_O_0232,2.0
GBD_18_B59_C1_O_0233,4.0
GBD_18_B59_C1_O_0234,2.0
GBD_18_B64_C1_O_0001,0.0
GBD_18_B64_C1_O_0002,0.0
GBD_18_B64_C1_O_0004,1.0
GBD_18_B64_C1_O_0005,1.0
GBD_18_B64_C1_O_0006,1.0
GBD_18_B64_C1_O_0007,2.0
GBD_18_B64_C1_O_0008,0.0
GBD_18_B64_C1_O_0010,1.0
GBD_18_B64_C1_O_0011,1.0
GBD_18_B64_C1_O_0012,2.0
GBD_18_B64_C1_O_0013,1.0
GBD_18_B64_C1_O_0014,1.0
GBD_18_B64_C1_O_0015,2.0
GBD_18_B64_C1_O_0016,2.0
GBD_18_B64_C1_O_0017,2.0
GBD_18_B64_C1_O_0018,2.0
GBD_18_B64_C1_O_0019,2.0
GBD_18_B64_C1_O_0020,2.0
GBD_18_B64_C1_O_0021,2.0
GBD_18_B64_C1_O_0022,1.0
GBD_18_B64_C1_O_0023,2.0
GBD_18_B64_C1_O_0024,0.0
GBD_18_B64_C1_O_0025,0.0
GBD_18_B64_C1_O_0026,5.0
GBD_18_B64_C1_O_0027,0.0
GBD_18_B64_C1_O_0028,0.0
GBD_18_B64_C1_O_0029,2.0
GBD_18_B64_C1_O_0030,0.0
GBD_18_B64_C1_O_0032,0.0
GBD_18_B64_C1_O_0033,0.0
GBD_18_B64_C1_O_0034,4.0
GBD_18_B64_C1_O_0035,0.0
GBD_18_B64_C1_O_0036,2.0
GBD_18_B64_C1_O_0037,4.0
GBD_18_B64_C1_O_0038,1.0
GBD_18_B64_C1_O_0039,0.0
GBD_18_B64_C1_O_0040,2.0
GBD_18_B64_C1_O_0041,4.0
GBD_18_B64_C1_O_0042,0.0
GBD_18_B64_C1_O_0043,0.0
GBD_18_B64_C1_O_0044,1.0
GBD_18_B64_C1_O_0045,0.0
GBD_18_B64_C1_O_0046,0.0
GBD_18_B64_C1_O_0047,0.0
GBD_18_B64_C1_O_0048,0.0
GBD_18_B64_C1_O_0049,5.0
GBD_18_B64_C1_O_0050,0.0
GBD_18_B64_C1_O_0051,1.0
GBD_18_B64_C1_O_0053,0.0
GBD_18_B64_C1_O_0054,0.0
GBD_18_B64_C1_O_0055,0.0
GBD_18_B64_C1_O_0056,0.0
GBD_18_B64_C1_O_0057,0.0
GBD_18_B64_C1_O_0058,0.0
GBD_18_B65_C1_O_0002,1.0
GBD_18_B65_C1_O_0003,2.0
GBD_18_B65_C1_O_0004,1.0
GBD_18_B65_C1_O_0005,1.0
GBD_18_B65_C1_O_0006,2.0
GBD_18_B65_C1_O_0007,1.0
GBD_18_B65_C1_O_0008,2.0
GBD_18_B65_C1_O_0009,2.0
GBD_18_B65_C1_O_0010,1.0
GBD_18_B65_C1_O_0011,1.0
GBD_18_B65_C1_O_0012,2.0
GBD_18_B65_C1_O_0013,1.0
GBD_18_B65_C1_O_0014,2.0
GBD_18_B65_C1_O_0015,1.0
GBD_18_B65_C1_O_0016,2.0
GBD_18_B65_C1_O_0017,2.0
GBD_18_B65_C1_O_0018,0.0
GBD_18_B65_C1_O_0020,1.0
GBD_18_B65_C1_O_0021,1.0
GBD_18_B65_C1_O_0023,2.0
GBD_18_B65_C1_O_0024,2.0
GBD_18_B65_C1_O_0025,1.0
GBD_18_B65_C1_O_0026,1.0
GBD_18_B65_C1_O_0027,2.0
GBD_18_B65_C1_O_0028,5.0
GBD_18_B65_C1_O_0029,4.0
GBD_18_B65_C1_O_0030,0.0
GBD_18_B65_C1_O_0031,0.0
GBD_18_B65_C1_O_0036,4.0
GBD_18_B65_C1_O_0037,2.0
GBD_18_B65_C1_O_0039,1.0
GBD_18_B65_C1_O_0041,3.0
GBD_18_B65_C1_O_0042,2.0
GBD_18_B65_C1_O_0043,4.0
GBD_18_B65_C1_O_0044,1.0
GBD_18_B65_C1_O_0045,1.0
GBD_18_B65_C1_O_0046,1.0
GBD_18_B65_C1_O_0048,0.0
GBD_18_B65_C1_O_0049,0.0
GBD_18_B65_C1_O_0050,2.0
GBD_18_B65_C1_O_0051,1.0
GBD_18_B65_C1_O_0052,1.0
GBD_18_B65_C1_O_0053,2.0
GBD_18_B65_C1_O_0055,0.0
GBD_18_B65_C1_O_0056,0.0
GBD_18_B65_C1_O_0058,1.0
GBD_19_B11_C1_O_0001,1.0
GBD_19_B11_C1_O_0002,3.0
GBD_19_B11_C1_O_0003,2.0
GBD_19_B11_C1_O_0004,3.0
GBD_19_B11_C1_O_0005,3.0
GBD_19_B11_C1_O_0006,3.0
GBD_19_B11_C1_O_0007,1.0
GBD_19_B11_C1_O_0008,1.0
GBD_19_B11_C1_O_0009,1.0
GBD_19_B11_C1_O_0010,1.0
GBD_19_B11_C1_O_0011,3.0
GBD_19_B11_C1_O_0012,3.0
GBD_19_B11_C1_O_0013,3.0
GBD_19_B11_C1_O_0014,5.0
GBD_19_B11_C1_O_0015,3.0
GBD_19_B11_C1_O_0016,3.0
GBD_19_B11_C1_O_0017,2.0
GBD_19_B11_C1_O_0018,2.0
GBD_19_B11_C1_O_0019,5.0
GBD_19_B11_C1_O_0020,3.0
GBD_19_B11_C1_O_0021,6.0
GBD_19_B11_C1_O_0022,3.0
GBD_19_B11_C1_O_0023,3.0
GBD_19_B11_C1_O_0024,2.0
GBD_19_B11_C1_O_0025,3.0
GBD_19_B11_C1_O_0028,2.0
GBD_19_B11_C1_O_0029,2.0
GBD_19_B11_C1_O_0030,2.0
GBD_19_B11_C1_O_0031,6.0
GBD_19_B11_C1_O_0032,6.0
GBD_19_B11_C1_O_0033,6.0
GBD_19_B11_C1_O_0034,6.0
GBD_19_B11_C1_O_0035,8.0
GBD_19_B11_C1_O_0036,7.0
GBD_19_B11_C1_O_0037,3.0
GBD_19_B11_C1_O_0038,3.0
GBD_19_B11_C1_O_0039,5.0
GBD_19_B11_C1_O_0040,4.0
GBD_19_B11_C1_O_0041,3.0
GBD_19_B11_C1_O_0042,6.0
GBD_19_B11_C1_O_0043,3.0
GBD_19_B11_C1_O_0044,9.0
GBD_19_B11_C1_O_0045,3.0
GBD_19_B11_C1_O_0046,5.0
GBD_19_B11_C1_O_0047,4.0
GBD_19_B11_C1_O_0048,2.0
GBD_19_B11_C1_O_0049,2.0
GBD_19_B11_C1_O_0050,2.0
GBD_19_B11_C1_O_0051,1.0
GBD_19_B11_C1_O_0052,2.0
GBD_19_B11_C1_O_0053,1.0
GBD_19_B11_C1_O_0055,1.0
GBD_19_B11_C1_O_0056,1.0
GBD_19_B11_C1_O_0057,1.0
GBD_19_B11_C1_O_0058,1.0
GBD_19_B11_C1_O_0059,3.0
GBD_19_B11_C1_O_0060,1.0
GBD_19_B11_C1_O_0061,1.0
GBD_19_B11_C1_O_0062,4.0
GBD_19_B11_C1_O_0063,2.0
GBD_19_B11_C1_O_0064,3.0
GBD_19_B11_C1_O_0065,3.0
GBD_19_B11_C1_O_0066,3.0
GBD_19_B11_C1_O_0067,2.0
GBD_19_B11_C1_O_0068,1.0
GBD_19_B11_C1_O_0069,1.0
GBD_19_B11_C1_O_0070,5.0
GBD_19_B11_C1_O_0071,1.0
GBD_19_B11_C1_O_0072,1.0
GBD_19_B11_C1_O_0073,1.0
GBD_19_B11_C1_O_0074,1.0
GBD_19_B11_C1_O_0076,1.0
GBD_19_B11_C1_O_0077,1.0
GBD_19_B11_C1_O_0078,1.0
GBD_19_B11_C1_O_0079,1.0
GBD_19_B11_C1_O_0080,2.0
GBD_19_B11_C1_O_0081,7.0
GBD_19_B11_C1_O_0082,6.0
GBD_19_B11_C1_O_0083,1.0
GBD_19_B11_C1_O_0084,2.0
GBD_19_B11_C1_O_0085,1.0
GBD_19_B11_C1_O_0086,1.0
GBD_19_B11_C1_O_0087,2.0
GBD_19_B11_C1_O_0088,3.0
GBD_19_B11_C1_O_0089,4.0
GBD_19_B11_C1_O_0090,4.0
GBD_19_B11_C1_O_0091,3.0
GBD_19_B11_C1_O_0092,3.0
GBD_19_B11_C1_O_0093,2.0
GBD_19_B11_C1_O_0094,2.0
GBD_19_B11_C1_O_0095,3.0
GBD_19_B11_C1_O_0096,5.0
GBD_19_B11_C1_O_0097,1.0
GBD_19_B11_C1_O_0098,1.0
GBD_19_B11_C1_O_0099,1.0
GBD_19_B11_C1_O_0100,1.0
GBD_19_B11_C1_O_0101,1.0
GBD_19_B11_C1_O_0102,2.0
GBD_19_B11_C1_O_0103,1.0
GBD_19_B11_C1_O_0104,1.0
GBD_19_B11_C1_O_0105,1.0
GBD_19_B11_C1_O_0106,1.0
GBD_19_B11_C1_O_0107,1.0
GBD_19_B11_C1_O_0108,3.0
GBD_19_B11_C1_O_0109,3.0
GBD_19_B11_C1_O_0110,11.0
GBD_19_B11_C1_O_0111,3.0
GBD_19_B11_C1_O_0112,7.0
GBD_19_B11_C1_O_0113,7.0
GBD_19_B11_C1_O_0114,5.0
GBD_19_B11_C1_O_0115,3.0
GBD_19_B11_C1_O_0116,3.0
GBD_19_B11_C1_O_0117,5.0
GBD_19_B11_C1_O_0118,5.0
GBD_19_B11_C1_O_0119,3.0
GBD_19_B11_C1_O_0120,3.0
GBD_19_B11_C1_O_0121,5.0
GBD_19_B11_C1_O_0122,4.0
GBD_19_B11_C1_O_0123,7.0
GBD_19_B11_C1_O_0124,3.0
GBD_19_B11_C1_O_0125,3.0
GBD_19_B11_C1_O_0126,8.0
GBD_19_B11_C1_O_0127,12.0
GBD_19_B11_C1_O_0128,6.0
GBD_19_B11_C1_O_0129,6.0
GBD_19_B11_C1_O_0130,3.0
GBD_19_B11_C1_O_0132,2.0
GBD_19_B11_C1_O_0133,2.0
GBD_19_B11_C1_O_0134,2.0
GBD_19_B11_C1_O_0135,1.0
GBD_19_B11_C1_O_0136,1.0
GBD_19_B11_C1_O_0137,1.0
GBD_19_B11_C1_O_0138,1.0
GBD_19_B11_C1_O_0140,7.0
GBD_19_B11_C1_O_0141,6.0
GBD_19_B11_C1_O_0142,5.0
GBD_19_B11_C1_O_0143,4.0
GBD_19_B11_C1_O_0144,4.0
GBD_19_B11_C1_O_0145,8.0
GBD_19_B11_C1_O_0146,4.0
GBD_19_B11_C1_O_0147,7.0
GBD_19_B11_C1_O_0148,3.0
GBD_19_B11_C1_O_0149,3.0
GBD_19_B11_C1_O_0150,3.0
GBD_19_B11_C1_O_0151,1.0
GBD_19_B11_C1_O_0152,1.0
GBD_19_B11_C1_O_0153,1.0
GBD_19_B11_C1_O_0154,4.0
GBD_19_B11_C1_O_0155,4.0
GBD_19_B11_C1_O_0157,7.0
GBD_19_B11_C1_O_0158,3.0
GBD_19_B11_C1_O_0162,1.0
GBD_19_B11_C1_O_0163,1.0
GBD_19_B11_C1_O_0164,1.0
GBD_19_B11_C1_O_0165,1.0
GBD_19_B11_C1_O_0166,1.0
GBD_19_B11_C1_O_0167,1.0
GBD_19_B11_C1_O_0168,6.0
GBD_19_B11_C1_O_0169,3.0
GBD_19_B11_C1_O_0170,4.0
GBD_19_B11_C1_O_0171,2.0
GBD_19_B11_C1_O_0172,2.0
GBD_19_B11_C1_O_0173,2.0
GBD_19_B11_C1_O_0174,4.0
GBD_19_B11_C1_O_0175,3.0
GBD_19_B11_C1_O_0176,2.0
GBD_19_B11_C1_O_0177,4.0
GBD_19_B11_C1_O_0178,4.0
GBD_19_B11_C1_O_0179,2.0
GBD_19_B11_C1_O_0180,1.0
GBD_19_B11_C1_O_0181,1.0
GBD_19_B11_C1_O_0182,1.0
GBD_19_B11_C1_O_0183,1.0
GBD_19_B11_C1_O_0184,1.0
GBD_19_B11_C1_O_0185,1.0
GBD_19_B11_C1_O_0186,3.0
GBD_19_B11_C1_O_0187,2.0
GBD_19_B11_C1_O_0188,3.0
GBD_19_B11_C1_O_0189,3.0
GBD_19_B11_C1_O_0190,3.0
GBD_19_B11_C1_O_0191,1.0
GBD_19_B11_C1_O_0192,1.0
GBD_19_B11_C1_O_0193,1.0
GBD_19_B11_C1_O_0194,1.0
GBD_19_B11_C1_O_0195,3.0
GBD_19_B11_C1_O_0196,3.0
GBD_19_B11_C1_O_0197,3.0
GBD_19_B11_C1_O_0198,3.0
GBD_19_B11_C1_O_0199,6.0
GBD_19_B11_C1_O_0200,2.0
GBD_19_B11_C1_O_0201,3.0
GBD_19_B11_C1_O_0202,3.0
GBD_19_B11_C1_O_0203,3.0
GBD_19_B11_C1_O_0204,4.0
GBD_19_B11_C1_O_0205,3.0
GBD_19_B11_C1_O_0206,4.0
GBD_19_B11_C1_O_0207,4.0
GBD_19_B11_C1_O_0208,2.0
GBD_19_B11_C1_O_0209,3.0
GBD_19_B11_C1_O_0210,3.0
GBD_19_B11_C1_O_0211,4.0
GBD_19_B11_C1_O_0212,4.0
GBD_19_B11_C1_O_0213,7.0
GBD_19_B11_C1_O_0214,2.0
GBD_19_B11_C1_O_0215,2.0
GBD_19_B11_C1_O_0216,5.0
GBD_19_B11_C1_O_0217,3.0
GBD_19_B11_C1_O_0218,4.0
GBD_19_B11_C1_O_0219,1.0
GBD_19_B11_C1_O_0220,2.0
GBD_19_B11_C1_O_0221,2.0
GBD_19_B11_C1_O_0222,1.0
GBD_19_B11_C1_O_0223,1.0
GBD_19_B11_C1_O_0224,1.0
GBD_19_B11_C1_O_0225,1.0
GBD_19_B11_C1_O_0227,1.0
GBD_19_B11_C1_O_0228,2.0
GBD_19_B11_C1_O_0229,1.0
GBD_19_B11_C1_O_0230,1.0
GBD_19_B11_C1_O_0231,5.0
GBD_19_B11_C1_O_0232,4.0
GBD_19_B11_C1_O_0233,3.0
GBD_19_B11_C1_O_0234,4.0
GBD_19_B11_C1_O_0235,3.0
GBD_19_B11_C1_O_0236,4.0
GBD_19_B11_C1_O_0237,3.0
GBD_19_B11_C1_O_0238,5.0
GBD_19_B11_C1_O_0239,4.0
GBD_19_B11_C1_O_0240,3.0
GBD_19_B11_C1_O_0241,4.0
GBD_19_B11_C1_O_0242,7.0
GBD_19_B11_C1_O_0243,5.0
GBD_19_B11_C1_O_0244,3.0
GBD_19_B11_C1_O_0245,1.0
GBD_19_B11_C1_O_0246,3.0
GBD_19_B11_C1_O_0247,1.0
GBD_19_B11_C1_O_0248,3.0
GBD_19_B11_C1_O_0249,2.0
GBD_19_B11_C1_O_0250,1.0
GBD_19_B11_C1_O_0251,1.0
GBD_19_B11_C1_O_0252,3.0
GBD_19_B11_C1_O_0253,1.0
GBD_19_B11_C1_O_0254,1.0
GBD_19_B11_C1_O_0256,2.0
GBD_19_B11_C1_O_0257,7.0
GBD_19_B11_C1_O_0258,10.0
GBD_19_B11_C1_O_0259,4.0
GBD_19_B11_C1_O_0260,6.0
GBD_19_B11_C1_O_0261,5.0
GBD_19_B11_C1_O_0262,4.0
GBD_19_B11_C1_O_0263,5.0
GBD_19_B11_C1_O_0264,5.0
GBD_19_B11_C1_O_0265,4.0
GBD_19_B11_C1_O_0266,7.0
GBD_19_B11_C1_O_0267,7.0
GBD_19_B11_C1_O_0268,3.0
GBD_19_B11_C1_O_0269,5.0
GBD_19_B11_C1_O_0270,3.0
GBD_19_B11_C1_O_0271,2.0
GBD_19_B11_C1_O_0272,3.0
GBD_19_B11_C1_O_0273,6.0
GBD_19_B11_C1_O_0274,4.0
GBD_19_B11_C1_O_0275,1.0
GBD_19_B11_C1_O_0276,2.0
GBD_19_B11_C1_O_0277,3.0
GBD_19_B11_C1_O_0278,5.0
GBD_19_B11_C1_O_0279,3.0
GBD_19_B11_C1_O_0280,2.0
GBD_19_B11_C1_O_0281,3.0
GBD_19_B11_C1_O_0282,6.0
GBD_19_B11_C1_O_0283,4.0
GBD_19_B11_C1_O_0284,4.0
GBD_19_B11_C1_O_0285,7.0
GBD_19_B11_C1_O_0286,5.0
GBD_19_B11_C1_O_0287,10.0
GBD_19_B11_C1_O_0288,6.0
GBD_19_B11_C1_O_0289,6.0
GBD_19_B11_C1_O_0290,5.0
GBD_19_B11_C1_O_0291,6.0
GBD_19_B11_C1_O_0292,7.0
GBD_19_B11_C1_O_0293,5.0
GBD_19_B11_C1_O_0294,4.0
GBD_19_B11_C1_O_0295,6.0
GBD_19_B11_C1_O_0296,3.0
GBD_19_B11_C1_O_0297,7.0
GBD_19_B11_C1_O_0298,4.0
GBD_19_B11_C1_O_0299,6.0
GBD_19_B11_C1_O_0300,3.0
GBD_19_B11_C1_O_0301,9.0
GBD_19_B11_C1_O_0302,3.0
GBD_19_B11_C1_O_0303,5.0
GBD_19_B11_C1_O_0304,3.0
GBD_19_B11_C1_O_0305,3.0
GBD_19_B11_C1_O_0306,5.0
GBD_19_B11_C1_O_0307,1.0
GBD_19_B11_C1_O_0308,1.0
GBD_19_B11_C1_O_0309,8.0
GBD_19_B11_C1_O_0310,10.0
GBD_19_B11_C1_O_0311,5.0
GBD_19_B11_C1_O_0312,4.0
GBD_19_B11_C1_O_0313,5.0
GBD_19_B11_C1_O_0314,6.0
GBD_19_B11_C1_O_0315,6.0
GBD_19_B11_C1_O_0317,1.0
GBD_19_B11_C1_O_0318,10.0
GBD_19_B11_C1_O_0319,5.0
GBD_19_B11_C1_O_0320,4.0
GBD_19_B11_C1_O_0321,4.0
GBD_19_B11_C1_O_0322,4.0
GBD_19_B11_C1_O_0323,5.0
GBD_19_B11_C1_O_0324,4.0
GBD_19_B11_C1_O_0325,2.0
GBD_19_B11_C1_O_0326,3.0
GBD_19_B11_C1_O_0327,4.0
GBD_19_B11_C1_O_0328,2.0
GBD_19_B11_C1_O_0329,3.0
GBD_19_B11_C1_O_0330,3.0
GBD_19_B11_C1_O_0331,1.0
GBD_19_B11_C1_O_0332,1.0
GBD_19_B11_C1_O_0333,1.0
GBD_19_B11_C1_O_0334,1.0
GBD_19_B11_C1_O_0335,3.0
GBD_19_B11_C1_O_0336,3.0
GBD_19_B11_C1_O_0337,5.0
GBD_19_B11_C1_O_0338,5.0
GBD_19_B11_C1_O_0339,6.0
GBD_19_B11_C1_O_0341,3.0
GBD_19_B11_C1_O_0343,5.0
GBD_19_B11_C1_O_0344,2.0
GBD_19_B11_C1_O_0346,1.0
GBD_19_B11_C1_O_0347,1.0
GBD_19_B11_C1_O_0348,1.0
GBD_19_B11_C1_O_0349,3.0
GBD_19_B11_C1_O_0350,3.0
GBD_19_B11_C1_O_0351,3.0
GBD_19_B11_C1_O_0352,3.0
GBD_19_B11_C1_O_0353,5.0
GBD_19_B11_C1_O_0354,1.0
GBD_19_B11_C1_O_0355,4.0
GBD_19_B11_C1_O_0356,2.0
GBD_19_B11_C1_O_0357,2.0
GBD_19_B11_C1_O_0358,1.0
GBD_19_B11_C1_O_0359,1.0
GBD_19_B11_C1_O_0360,1.0
GBD_19_B11_C1_O_0361,1.0
GBD_19_B11_C1_O_0362,3.0
GBD_19_B11_C1_O_0363,6.0
GBD_19_B11_C1_O_0364,3.0
GBD_19_B11_C1_O_0365,5.0
GBD_19_B11_C1_O_0366,2.0
GBD_19_B11_C1_O_0367,3.0
GBD_19_B11_C1_O_0368,3.0
GBD_19_B11_C1_O_0369,4.0
GBD_19_B11_C1_O_0370,4.0
GBD_19_B11_C1_O_0371,3.0
GBD_19_B11_C1_O_0372,3.0
GBD_19_B11_C1_O_0373,4.0
GBD_19_B11_C1_O_0374,5.0
GBD_19_B11_C1_O_0375,2.0
GBD_19_B11_C1_O_0376,1.0
GBD_19_B11_C1_O_0377,1.0
GBD_19_B11_C1_O_0378,1.0
GBD_19_B11_C1_O_0379,3.0
GBD_19_B11_C1_O_0380,1.0
GBD_19_B11_C1_O_0381,7.0
GBD_19_B11_C1_O_0382,4.0
GBD_19_B11_C1_O_0383,3.0
GBD_19_B11_C1_O_0384,4.0
GBD_19_B11_C1_O_0385,4.0
GBD_19_B11_C1_O_0386,8.0
GBD_19_B11_C1_O_0387,4.0
GBD_19_B11_C1_O_0388,4.0
GBD_19_B11_C1_O_0389,3.0
GBD_19_B11_C1_O_0390,4.0
GBD_19_B11_C1_O_0391,6.0
GBD_19_B11_C1_O_0392,4.0
GBD_19_B11_C1_O_0393,3.0
GBD_19_B11_C1_O_0394,4.0
GBD_19_B11_C1_O_0395,3.0
GBD_19_B11_C1_O_0396,3.0
GBD_19_B11_C1_O_0397,4.0
GBD_19_B11_C1_O_0398,3.0
GBD_19_B11_C1_O_0399,1.0
GBD_19_B11_C1_O_0400,4.0
GBD_19_B11_C1_O_0401,5.0
GBD_19_B11_C1_O_0402,3.0
GBD_19_B11_C1_O_0403,4.0
GBD_19_B11_C1_O_0404,2.0
GBD_19_B11_C1_O_0405,2.0
GBD_19_B11_C1_O_0406,1.0
GBD_19_B11_C1_O_0407,1.0
GBD_19_B11_C1_O_0408,1.0
GBD_19_B11_C1_O_0409,6.0
GBD_19_B11_C1_O_0410,2.0
GBD_19_B11_C1_O_0411,1.0
GBD_19_B11_C1_O_0412,5.0
GBD_19_B11_C1_O_0413,3.0
GBD_19_B11_C1_O_0414,2.0
GBD_19_B11_C1_O_0415,1.0
GBD_19_B11_C1_O_0416,1.0
GBD_19_B11_C1_O_0417,4.0
GBD_19_B11_C1_O_0418,1.0
GBD_19_B11_C1_O_0419,3.0
GBD_19_B11_C1_O_0421,3.0
GBD_19_B11_C1_O_0422,5.0
GBD_19_B11_C1_O_0423,1.0
GBD_19_B11_C1_O_0424,3.0
GBD_19_B11_C1_O_0425,2.0
GBD_19_B11_C1_O_0426,1.0
GBD_19_B11_C1_O_0427,1.0
GBD_19_B11_C1_O_0428,1.0
GBD_19_B11_C1_O_0429,3.0
GBD_19_B11_C1_O_0430,3.0
GBD_19_B11_C1_O_0431,4.0
GBD_19_B11_C1_O_0432,1.0
GBD_19_B11_C1_O_0433,3.0
GBD_19_B11_C1_O_0434,1.0
GBD_19_B11_C1_O_0435,1.0
GBD_19_B11_C1_O_0436,1.0
GBD_19_B11_C1_O_0437,6.0
GBD_19_B11_C1_O_0438,6.0
GBD_19_B11_C1_O_0439,7.0
GBD_19_B11_C1_O_0440,1.0
GBD_19_B11_C1_O_0441,4.0
GBD_19_B11_C1_O_0442,1.0
GBD_19_B11_C1_O_0443,6.0
GBD_19_B11_C1_O_0444,7.0
GBD_19_B11_C1_O_0445,4.0
GBD_19_B11_C1_O_0446,4.0
GBD_19_B11_C1_O_0447,3.0
GBD_19_B11_C1_O_0448,4.0
GBD_19_B11_C1_O_0449,4.0
GBD_19_B11_C1_O_0450,2.0
GBD_19_B11_C1_O_0451,5.0
GBD_19_B11_C1_O_0452,1.0
GBD_19_B11_C1_O_0453,1.0
GBD_19_B11_C1_O_0454,2.0
GBD_19_B11_C1_O_0455,1.0
GBD_19_B11_C1_O_0456,1.0
GBD_19_B11_C1_O_0457,2.0
GBD_19_B11_C1_O_0458,1.0
GBD_19_B11_C1_O_0459,1.0
GBD_19_B11_C1_O_0460,2.0
GBD_19_B11_C1_O_0461,1.0
GBD_19_B11_C1_O_0462,1.0
GBD_19_B11_C1_O_0463,1.0
GBD_19_B11_C1_O_0464,1.0
GBD_19_B11_C1_O_0465,5.0
GBD_19_B11_C1_O_0466,3.0
GBD_19_B11_C1_O_0467,3.0
GBD_19_B11_C1_O_0468,3.0
GBD_19_B11_C1_O_0469,3.0
GBD_19_B11_C1_O_0470,2.0
GBD_19_B11_C1_O_0471,4.0
GBD_19_B11_C1_O_0472,3.0
GBD_19_B11_C1_O_0473,4.0
GBD_19_B11_C1_O_0474,3.0
GBD_19_B11_C1_O_0475,6.0
GBD_19_B11_C1_O_0476,3.0
GBD_19_B11_C1_O_0477,2.0
GBD_19_B11_C1_O_0478,3.0
GBD_19_B11_C1_O_0479,1.0
GBD_19_B11_C1_O_0480,1.0
GBD_19_B11_C1_O_0481,1.0
GBD_19_B11_C1_O_0482,1.0
GBD_19_B11_C1_O_0483,1.0
GBD_19_B11_C1_O_0484,2.0
GBD_19_B11_C1_O_0485,3.0
GBD_19_B11_C1_O_0486,5.0
GBD_19_B11_C1_O_0487,3.0
GBD_19_B11_C1_O_0488,3.0
GBD_19_B11_C1_O_0489,4.0
GBD_19_B11_C1_O_0490,2.0
GBD_19_B11_C1_O_0491,4.0
GBD_19_B11_C1_O_0492,2.0
GBD_19_B11_C1_O_0493,1.0
GBD_19_B11_C1_O_0494,5.0
GBD_19_B11_C1_O_0495,3.0
GBD_19_B11_C1_O_0496,2.0
GBD_19_B11_C1_O_0497,2.0
GBD_19_B11_C1_O_0498,1.0
GBD_19_B11_C1_O_0499,3.0
GBD_19_B11_C1_O_0500,1.0
GBD_19_B11_C1_O_0501,1.0
GBD_19_B11_C1_O_0502,1.0
